country,status,life_expectancy,adult_mortality,percentage_expenditure,hiv/aids,gdp,income_composition_of_resources,schooling
Paraguay,0.0,73.1125,139.9375,229.790694404375,0.1375,1983.4043354375003,0.6561875,12.16875
Peru,0.0,73.66250000000001,122.4375,417.078699565,0.29374999999999996,2928.5435416249998,0.7032499999999999,13.306250000000002
Philippines,0.0,67.57499999999999,217.9375,89.55657082674999,0.10000000000000002,1397.1361066875002,0.6504375,11.543750000000001
Poland,1.0,75.65,107.5625,310.682268485,0.10000000000000002,6792.5636004375,0.8131875,15.25
Portugal,1.0,79.99375,58.875,1614.8970459187499,0.10000000000000002,11598.625531249998,0.8049999999999998,15.937500000000002
Qatar,0.0,77.03125,75.375,2466.8550051575003,0.10000000000000002,40748.44410437502,0.8283750000000001,12.85
Romania,1.0,74.05000000000001,156.0625,426.53663424262504,0.10000000000000002,4258.9400543125,0.762625,13.924999999999999
Russian Federation,0.0,67.76249999999999,224.5625,326.08407506487504,0.26249999999999996,6545.137358999999,0.7621875,13.74375
Rwanda,0.0,59.3125,246.8125,20.191353437500002,4.425000000000001,300.01801709374996,0.41768749999999993,9.2875
Samoa,0.0,73.61875,133.5625,254.59701798437504,0.10000000000000002,2121.6206485000002,0.6784375,12.64375
Sao Tome and Principe,0.0,65.1625,164.9375,52.315094208812496,0.96875,771.0348342533331,0.5282500000000001,10.25625
Saudi Arabia,0.0,73.46875,52.125,838.506400329375,0.10000000000000002,10689.052945812498,0.7826249999999998,13.287500000000001
Senegal,0.0,62.56875,174.1875,21.486426224687495,0.53125,274.61116614375004,0.4325625,7.125000000000001
Serbia,0.0,73.95625,130.4375,464.7447380456875,0.10000000000000002,3674.5424077625007,0.7416875,13.531249999999998
Seychelles,0.0,72.37500000000001,161.1875,466.8304218925,0.10000000000000002,6496.302397062499,0.6908124999999999,12.90625
Sierra Leone,0.0,46.1125,357.8125,29.1055785935625,1.5187499999999998,271.50556128125004,0.3618125,8.23125
Singapore,1.0,81.47500000000001,62.0,2332.57175895,0.10000000000000002,32790.105906875004,0.8668750000000001,13.981249999999998
Slovenia,1.0,79.73125,76.4375,1556.3345450087497,0.10000000000000002,11441.044377499999,0.8604375,16.475
Solomon Islands,0.0,67.7125,140.0625,112.02741557056251,0.10000000000000002,801.9123831749998,0.48024999999999995,8.6375
South Africa,0.0,57.49999999999999,412.75,616.359643518125,18.493750000000002,4869.4270436874995,0.6290624999999999,12.89375
South Sudan,0.0,53.875,346.3125,8.2410769375,3.6937499999999996,1092.233630625,0.1316875,1.53125
Spain,1.0,82.06875,63.625,2332.680183884375,0.10000000000000002,17093.459736875,0.8505625,16.35625
Sri Lanka,0.0,73.4,144.375,59.75360089375,0.10000000000000002,1040.110189675,0.7251875,13.21875
Sudan,0.0,61.825,240.3125,97.69844266624999,0.25000000000000006,1192.7979534312497,0.44099999999999995,6.374999999999998
Suriname,0.0,70.08125,166.0,508.494032814375,0.7625,4781.216821937499,0.48106249999999995,11.825
Swaziland,0.0,51.324999999999996,339.0,278.0997131315,32.94375,2165.0908375000004,0.5156875000000001,10.35
Sweden,1.0,82.51875,59.1875,4438.163153549999,0.10000000000000002,29334.990639375,0.893125,15.868750000000002
Switzerland,1.0,82.33125,55.75,9801.81037748125,0.10000000000000002,57362.874601250005,0.9110624999999999,15.393749999999997
Syrian Arab Republic,0.0,70.85,139.625,39.299485632499994,0.10000000000000002,1087.435773875,0.6180625,10.98125
Tajikistan,0.0,66.65625,177.5625,17.277192458187503,0.2562499999999999,335.84172523125017,0.5838125,10.681249999999999
Thailand,0.0,73.08125,160.375,401.2599633999999,0.3875,3494.781701625,0.6946875000000001,12.55
Timor-Leste,0.0,64.75625,170.375,21.1875232745,0.10000000000000002,551.7106493125001,0.517625,10.700000000000001
Togo,0.0,56.66250000000001,311.3125,23.705604090625005,3.8625000000000003,317.20409206875007,0.44593749999999993,10.649999999999999
Tonga,0.0,72.53124999999999,129.625,323.80934292818745,0.10000000000000002,1981.5551861874999,0.6988125000000001,14.218749999999998
Trinidad and Tobago,0.0,71.06875,163.375,559.314872033125,0.625,7741.748090062502,0.7533749999999999,12.33125
Tunisia,0.0,74.35625000000002,18.75,366.74126047625,0.10000000000000002,3044.081488375,0.692625,14.05625
Turkey,0.0,73.9125,98.375,253.41717753406252,0.10000000000000002,3983.9177217499996,0.7033125,12.674999999999999
Turkmenistan,0.0,64.61874999999999,214.8125,187.78198755506253,0.10000000000000002,2511.6115398624997,0.211625,9.831249999999999
Uganda,0.0,55.70625,300.1875,47.6921083495625,7.65,421.04849634374995,0.4453125,10.59375
Ukraine,0.0,69.9375,205.75,169.42733017693746,0.5375,1577.293328625,0.7165625000000001,14.606250000000001
United Arab Emirates,0.0,75.7,67.0625,1886.73158978125,0.10000000000000002,22110.366986250003,0.8195625000000001,12.812500000000002
Uruguay,0.0,76.075,119.9375,621.8389194,0.10000000000000002,7192.5848745,0.765625,15.231249999999998
Uzbekistan,0.0,68.03125,184.8125,44.373450264937496,0.20625,651.0923589312499,0.603,11.643749999999999
Vanuatu,0.0,71.38749999999999,137.875,282.32574587000005,0.10000000000000002,2000.2455181250002,0.3675,10.568749999999998
Zambia,0.0,53.90624999999999,354.3125,89.65040685112501,11.931249999999999,811.8118405187499,0.4984375,11.212499999999999
Zimbabwe,0.0,50.48749999999999,462.375,20.364271458875002,23.262500000000003,410.98019376875,0.43912499999999993,9.825000000000001
