country,status,life_expectancy,adult_mortality,alcohol,percentage_expenditure,total_expenditure,hiv/aids,gdp,population,income_composition_of_resources,schooling
Belarus,0.0,69.90625,218.75,13.497333333333332,329.04645533312504,6.192000000000001,0.10000000000000002,3811.5253479999997,6371866.8125,0.7432499999999999,14.75
Belgium,1.0,80.68124999999999,70.1875,11.042666666666666,2392.4326567562507,5.962000000000001,0.10000000000000002,16915.305999999997,2884042.5625,0.8777500000000001,16.7875
Belize,0.0,69.26875,155.5,6.252666666666668,365.84348979312506,5.039333333333333,0.43125,3933.0121744999997,170392.875,0.6939374999999999,12.456249999999999
Benin,0.0,57.568749999999994,269.375,1.0,43.99195641925,4.636,1.7062500000000005,561.167968,3942978.9375,0.43806249999999997,8.85
Bhutan,0.0,66.1625,230.25,0.2786666666666667,134.76406995375,5.346,0.3562499999999999,1353.98694560625,492584.9375,0.183875,10.225000000000001
Bolivia (Plurinational State of),0.0,67.70625,177.5,3.212,0.0,5.626,0.15625,,,0.6337499999999999,13.9625
Bosnia and Herzegovina,0.0,75.96875000000001,64.9375,4.405333333333333,215.45745909824996,8.741999999999999,0.10000000000000002,2245.0260235624996,1986993.0625,0.450375,12.225
Botswana,0.0,56.05,448.125,4.67,334.2669708721875,5.510666666666666,16.525000000000002,4498.285431187499,1063867.375,0.6303749999999999,12.137500000000001
Brazil,0.0,73.38125,150.6875,7.213333333333333,390.695595171875,8.019333333333332,0.10000000000000002,6143.161793500001,88128071.25,0.7101875,14.162500000000001
Brunei Darussalam,0.0,76.48750000000001,67.0625,0.3786666666666667,1276.879485248125,2.8200000000000003,0.10000000000000002,19744.808101874998,,0.839375,14.106250000000001
Bulgaria,1.0,72.85,125.5,10.865333333333332,350.74520402624995,7.236,0.10000000000000002,4938.981821375001,5290923.9375,0.7546249999999999,13.725000000000001
Burkina Faso,0.0,55.64374999999999,252.5,4.241333333333333,52.0455813263125,6.037999999999999,1.8375,410.3720343125,6143694.8125,0.22968750000000002,5.40625
Burundi,0.0,55.537499999999994,291.5625,4.103333333333334,15.335497774875002,7.089333333333333,3.0875000000000004,137.81532131875,3915446.6875,0.32787499999999997,7.481250000000001
Cabo Verde,0.0,72.51875,116.1875,3.448,188.6329873781875,4.755333333333334,0.53125,2023.54103925,292600.25,0.57,12.200000000000001
Cambodia,0.0,64.34375,196.375,1.4860000000000002,33.7965609773125,5.740666666666668,1.0250000000000001,466.19687804999995,7145967.4375,0.49193749999999997,9.874999999999998
Cameroon,0.0,54.01875,294.875,4.141333333333334,44.462299938687494,4.719333333333334,6.212500000000001,781.0160044124999,9967291.9375,0.47000000000000003,8.90625
Canada,0.0,81.6875,64.625,8.053333333333333,4694.078971425001,7.052000000000001,0.10000000000000002,29382.907523125003,11364053.8125,0.8921875000000001,15.875000000000005
Central African Republic,0.0,48.51250000000001,333.0625,1.2313333333333334,40.905543112125,4.039333333333334,8.981250000000001,363.05590484999993,2016546.125,0.3355,6.2375
Chad,0.0,50.3875,227.75,0.41133333333333333,32.277320497062505,4.379333333333333,4.3375,484.7916940562499,4114092.0625,0.316625,6.0874999999999995
Chile,0.0,79.44999999999999,63.625,6.978,775.5408127837499,6.911333333333334,0.10000000000000002,6202.344363562499,14671763.9375,0.8013125,14.9
China,0.0,74.2625,73.75,4.182000000000001,73.5837628956875,4.918,0.10000000000000002,2345.3031576875,321812.0625,0.66025,11.4375
Colombia,0.0,73.28750000000001,124.25,4.419333333333333,516.640179215,6.34,0.10000000000000002,3321.6607483124994,31767432.625,0.6818750000000001,12.231250000000003
Comoros,0.0,61.581250000000004,240.9375,0.13466666666666666,47.7314576225,4.832,0.28124999999999994,630.38433406875,532200.6875,0.32462499999999994,9.95625
Congo,0.0,59.04375,322.75,2.1733333333333333,0.0,2.986666666666667,4.987499999999999,,,0.5283125,10.0875
Cook Islands,0.0,,,0.01,0.0,3.58,0.1,,,,
Costa Rica,0.0,78.59374999999999,69.375,3.924666666666667,972.3591498793747,8.620000000000001,0.10000000000000002,3957.22728625,2309299.4375,0.7369375,12.837499999999999
Croatia,1.0,76.11875,89.0,12.448000000000002,1162.85632917,7.370666666666666,0.10000000000000002,9056.7847190625,1159772.375,0.7890625000000001,13.887500000000001
Cuba,0.0,77.97500000000001,57.5625,4.190666666666667,364.56385808368753,6.428666666666667,0.10000000000000002,3180.4348844375,,0.7421250000000001,14.69375
Cyprus,1.0,79.675,54.125,10.260666666666667,932.6673898875001,6.760000000000001,0.10000000000000002,13898.88550125,390274.375,0.8330625000000002,13.51875
Czechia,1.0,76.76875,71.8125,13.026000000000002,0.0,7.05,0.10000000000000002,,,,
Côte d'Ivoire,0.0,50.3875,417.3125,2.8373333333333335,0.0,5.723333333333333,4.6875,,,,
Democratic People's Republic of Korea,0.0,69.19375000000001,160.8125,3.0000000000000004,0.0,,0.10000000000000002,,,,
Democratic Republic of the Congo,0.0,55.687499999999986,265.375,1.424,0.0,3.5586666666666673,1.8187499999999999,,,,
Denmark,1.0,79.25625000000001,66.0625,10.707999999999998,5313.33579445625,7.822666666666667,0.10000000000000002,33067.407915625,4260081.375,0.8998749999999999,17.19375
Djibouti,0.0,60.75625,274.6875,0.7639999999999999,98.83844812187499,7.070666666666667,3.28125,897.9998706499999,634116.1875,0.41843749999999996,4.750000000000001
Dominica,0.0,,,0.01,11.41955507,5.58,0.1,722.75665,,0.721,12.7
Dominican Republic,0.0,72.34374999999999,143.5,6.030666666666666,360.67899713687495,4.681333333333334,1.41875,3509.4991863125,4448642.6875,0.6849999999999999,12.74375
Ecuador,0.0,74.72500000000001,132.125,3.8073333333333332,109.40605116625,5.879999999999999,0.19374999999999998,2005.3524679375,8710592.0625,0.6988749999999999,13.012500000000001
Egypt,0.0,71.5,170.625,0.18866666666666668,0.0,5.346,0.10000000000000002,,,0.6476249999999999,11.893749999999999
El Salvador,0.0,71.74375,155.0625,2.6926666666666668,341.5691573100001,7.103333333333334,0.28750000000000003,2517.8346304375,2930826.5,0.6504375,12.656250000000002
Equatorial Guinea,0.0,55.3125,279.375,7.341999999999999,552.671538039375,2.9293333333333327,5.1375,7902.4107885625,556765.3125,0.5361875,8.325
Eritrea,0.0,60.6875,308.625,0.608,6.4360693815625,3.468666666666667,1.2125,259.3953562916667,2071919.3333333333,0.2553125,4.925000000000001
Estonia,0.0,74.94375,169.6875,9.014666666666665,859.5750084284374,5.687333333333333,0.10000000000000002,8340.4329494375,791848.6875,0.8233125,15.9375
Ethiopia,0.0,59.11250000000001,285.5625,1.0746666666666667,32.482109182375,4.901333333333334,2.7249999999999996,264.97094995000003,43950760.75,0.346125,6.8
Fiji,0.0,68.7125,125.0,1.462666666666667,139.15683759693752,3.8973333333333335,0.10000000000000002,2947.6126888750005,650205.125,0.7022499999999999,14.18125
Finland,0.0,80.7125,68.875,9.552666666666669,2889.3154698924996,8.614,0.10000000000000002,25268.649758125,3493082.3125,0.8729374999999999,17.29375
France,0.0,82.21875,73.125,12.40466666666667,3751.5065741337494,6.555999999999999,0.10000000000000002,26465.551380625,27581733.125,0.8705624999999998,15.899999999999999
Gabon,0.0,62.243750000000006,220.4375,7.8773333333333335,261.077778610625,3.1753333333333327,8.0,5179.2561886250005,1007302.3125,0.6543749999999999,12.412500000000003
Gambia,0.0,59.462500000000006,249.625,2.1346666666666665,0.0,5.3086666666666655,2.34375,,,0.42018750000000005,8.125
Georgia,0.0,73.50625,114.9375,5.623333333333334,99.5257140183125,7.3306666666666676,0.10000000000000002,2158.2808692812496,10152.375,0.6779375,12.674999999999999
Germany,1.0,81.175,71.25,11.628666666666668,3900.8902608937497,4.073333333333333,0.10000000000000002,24337.749100000005,38757347.4375,0.8945000000000001,16.6
Ghana,0.0,60.8625,180.0625,1.2686666666666666,77.24912203487499,4.328666666666667,2.2875,834.3761008125001,11534782.625,0.525875,9.512499999999998
Greece,0.0,81.21875,73.625,8.803333333333333,1759.24682044375,9.038666666666668,0.10000000000000002,16454.23587,1550208.4375,0.8423125,15.9375
Grenada,0.0,73.29375,153.75,8.843333333333334,363.84122981125,6.188666666666667,0.10000000000000002,6259.5172613125,,0.23318750000000002,15.20625
Guatemala,0.0,71.73125,131.1875,2.268666666666667,334.0270480281251,6.593999999999999,0.375,2365.83447375,5933907.5,0.5844374999999998,9.862499999999999
Guinea,0.0,56.0125,259.875,0.16466666666666666,15.8912829451875,4.009333333333333,2.19375,279.46479789375,4252798.9375,0.36474999999999996,7.174999999999998
Guinea-Bissau,0.0,55.36875,158.3125,2.2600000000000002,21.961644662687497,5.870666666666668,4.818749999999999,384.2149305312501,981883.1875,0.25418750000000007,8.2875
Guyana,0.0,65.6375,203.9375,7.406000000000001,187.76501795668753,6.084,1.0625,1783.8809370625002,494437.25,0.6198125000000001,10.787500000000001
Haiti,0.0,59.868750000000006,168.3125,5.486,36.129200178937495,6.183333333333334,2.7375,434.36012815000004,3852657.6875,0.4620625,8.45
Honduras,0.0,72.99374999999999,142.0,3.0420000000000003,192.11563525374999,8.147333333333332,0.81875,1421.7880825000002,2832386.5625,0.590125,10.887500000000001
Hungary,1.0,73.82499999999999,147.0625,11.427333333333333,376.831080251,7.7686666666666655,0.10000000000000002,8513.641831249997,1604902.25,0.8043125,15.118749999999999
Iceland,1.0,82.44375000000001,49.375,7.466,4991.59530846875,8.546000000000001,0.10000000000000002,30159.502907500006,186177.625,0.8853124999999998,18.156250000000004
India,0.0,65.41874999999999,146.5625,1.942,33.2426210915625,4.358666666666666,0.2562499999999999,837.9200509125001,421467690.9375,0.5495000000000001,9.981250000000003
Indonesia,0.0,67.55625,166.5625,0.0686666666666667,83.76831559187498,2.663333333333333,0.20000000000000007,1669.116783075,116555259.4375,0.6414374999999999,11.6125
Iran (Islamic Republic of),0.0,73.85624999999999,107.0,0.016,0.0,6.290000000000001,0.10000000000000002,,,0.715,12.656250000000002
Iraq,0.0,70.35625,136.75,0.13466666666666666,120.663689503125,4.435833333333333,0.10000000000000002,3542.5575372499993,18572840.8125,0.6335,9.906249999999998
Ireland,1.0,80.15,72.4375,12.654,4867.3126046874995,7.7286666666666655,0.10000000000000002,33835.272005,3599794.5625,0.8915,17.65625
Israel,0.0,81.3,59.5,2.497333333333334,1467.5358269218748,7.4786666666666655,0.10000000000000002,18860.476015624998,27862.875,0.8731875,15.712499999999999
Italy,1.0,82.1875,54.1875,8.266666666666667,2937.1376542306252,8.777333333333333,0.10000000000000002,21234.782370625006,27643788.9375,0.8580625,15.93125
Jamaica,0.0,74.29375,141.25,3.6239999999999997,134.249450170875,5.144000000000001,1.2375,2509.5464696249996,1500309.125,0.7096250000000001,12.275
Japan,1.0,82.5375,57.125,7.040666666666667,3923.05032917375,6.472666666666666,0.10000000000000002,24892.544784375,97384.0625,0.8765624999999999,14.975
Jordan,0.0,72.9875,114.3125,0.5173333333333333,273.59953421874997,8.781333333333333,0.10000000000000002,1822.6299256249997,4895075.6875,0.729,13.237499999999997
Kazakhstan,0.0,66.7625,232.0625,6.641333333333333,203.03090856000003,4.019333333333334,0.10000000000000002,4040.586664374999,8340547.4375,0.7450625,14.025
Kenya,0.0,57.481249999999996,348.5625,1.6019999999999999,61.65546434349999,4.668666666666667,8.7625,716.77006788125,16826787.625,0.49712500000000004,9.96875
Kiribati,0.0,65.14999999999999,129.4375,0.4406666666666667,77.12610334500002,5.728,0.10000000000000002,1175.29241553125,35919.9375,0.36375,11.69375
Kuwait,0.0,73.84375000000001,83.25,0.021333333333333336,1719.8409805812503,2.809333333333333,0.10000000000000002,31914.378339374998,,0.7895,13.725
Kyrgyzstan,0.0,69.08125,173.6875,2.267333333333333,0.0,6.118666666666667,0.11250000000000004,,,0.6220625000000001,12.337499999999999
Lao People's Democratic Republic,0.0,62.38125,197.1875,3.505333333333334,0.0,3.444,0.20000000000000007,,,0.5156250000000001,9.23125
Latvia,1.0,73.73125,161.8125,8.864,530.60519180375,6.331333333333334,0.10000000000000002,7951.824896624999,1174562.6875,0.7924999999999999,15.568749999999998
Lebanon,0.0,74.2,65.3125,1.7853333333333339,333.0479451320625,6.6706666666666665,0.10000000000000002,4696.1923789375005,2489104.5,0.4696875,13.743749999999999
Lesotho,0.0,48.78124999999999,550.0625,2.0866666666666664,82.11891290006248,7.607333333333333,22.968749999999996,794.5230103125001,1200527.5625,0.4568125,10.65625
Liberia,0.0,57.525,246.9375,3.2580000000000005,25.27170667675,6.843999999999999,2.28125,246.28174803125006,2788942.625,0.38943750000000005,9.86875
Libya,0.0,72.48750000000001,139.6875,0.01,180.0749890925,3.728,0.10000000000000002,4598.161975416667,,0.7408125,14.79375
Lithuania,1.0,72.80624999999999,117.25,12.632666666666667,1015.75384256375,6.5473333333333334,0.10000000000000002,9007.4586225,1926212.125,0.8066874999999999,16.1
Luxembourg,1.0,80.78125,67.5625,11.921999999999999,8177.5763413625,7.5473333333333334,0.10000000000000002,53257.012740624996,265276.375,0.8781250000000002,13.6375
Madagascar,0.0,62.74375,228.8125,0.8200000000000001,43.253156571750004,4.710666666666667,0.525,314.04132958124995,10950267.4375,0.45668749999999997,9.33125
Malawi,0.0,49.893750000000004,424.4375,0.9193333333333331,25.849706456812505,6.658666666666666,16.68125,237.50404201875,6700263.0625,0.410625,10.23125
Malaysia,0.0,73.75625000000001,118.5625,0.49066666666666675,248.88502812000002,3.7486666666666664,0.10000000000000002,4904.9389918125,11529155.8125,0.749125,12.562499999999998
Maldives,0.0,75.5375,83.1875,1.4073333333333333,626.4998210524999,8.236666666666668,0.10000000000000002,3818.2969615624997,3334.25,0.6386249999999999,12.000000000000002
Mali,0.0,54.9375,202.125,0.438,48.981176981125,6.522666666666667,1.8249999999999997,530.5121700999999,5781492.875,0.36518749999999994,6.43125
Malta,1.0,80.36250000000001,60.75,7.130000000000001,1181.43178558125,8.596666666666666,0.10000000000000002,10114.797943125002,224742.4375,0.8111875,14.306250000000002
Marshall Islands,0.0,,,0.01,871.8783173,17.24,0.1,3617.7523539999997,,,0.0
Mauritania,0.0,62.8,159.9375,0.013333333333333334,31.7031471238125,3.935333333333334,1.1875000000000004,635.04960900625,1262286.1875,0.4730625,7.318750000000001
Mauritius,0.0,72.7125,163.5625,2.906666666666667,422.23952429893745,4.524666666666667,0.10625000000000002,5299.579823624998,663332.875,0.722625,13.531249999999998
Mexico,0.0,75.71874999999999,111.0625,5.114,465.32749578749997,6.074,0.10000000000000002,5179.33080675,27585265.1875,0.7288749999999999,12.325
Micronesia (Federated States of),0.0,68.2,154.0625,2.1453333333333333,0.0,11.056,0.10000000000000002,,,0.5868125,10.4
Monaco,0.0,,,0.01,0.0,4.3,0.1,,,,
Mongolia,0.0,65.8875,222.125,2.3539999999999996,126.37836398937499,5.180666666666667,0.10000000000000002,1984.6880227125002,2037470.6875,0.6620625,12.66875
Montenegro,0.0,74.5,92.75,2.584285714285713,455.049824020625,7.419333333333335,0.10000000000000002,4676.5142774999995,329668.1875,0.58375,10.71875
Morocco,0.0,72.15624999999999,95.1875,0.5186666666666667,102.98965830775,5.442666666666668,0.10000000000000002,1936.3914383750002,20591653.9375,0.5854999999999999,10.287500000000001
Mozambique,0.0,53.393750000000004,226.25,1.2660000000000002,37.03415152218751,5.972666666666666,11.3875,365.06823808125,11729745.9375,0.36081250000000004,7.987500000000001
Myanmar,0.0,64.2,154.3125,0.35133333333333333,12.824563635250001,2.0126666666666666,0.47500000000000003,616.18435734375,26015702.0,0.4882500000000001,8.325
Namibia,0.0,60.400000000000006,313.1875,4.710666666666667,359.93007941693753,7.398666666666667,13.64375,3042.6035070000003,1025527.125,0.5883125000000001,11.549999999999999
Nauru,0.0,,,0.01,15.60659587,4.65,0.1,136.18321,,,9.6
Nepal,0.0,66.48125,147.25,0.19,40.1620642759375,5.889333333333334,0.15625,395.32846794375007,14633755.5625,0.494375,10.431249999999999
Netherlands,1.0,81.13125,61.625,8.846666666666666,3805.687047718751,7.141333333333334,0.10000000000000002,34964.719796875,9775704.375,0.8997499999999999,17.056250000000002
New Zealand,1.0,81.33749999999999,71.5,9.16625,2922.147779791875,8.876000000000001,0.10000000000000002,14775.554806874998,,0.8911875,18.868749999999995
Nicaragua,0.0,73.45,162.375,3.5966666666666667,183.6629076488125,6.730666666666666,0.22499999999999998,957.9039710624999,1999846.9375,0.6035,11.112499999999999
Niger,0.0,56.98125,232.4375,0.09133333333333335,19.099368610625003,6.577333333333332,1.1624999999999999,259.782440975,11240718.9375,0.298125,4.01875
Nigeria,0.0,51.35625000000001,248.5,8.646666666666667,85.44427533293752,3.7106666666666666,4.83125,1360.1398774687502,70877003.0625,0.36737500000000006,9.0
Niue,0.0,,,0.01,0.0,7.2,0.1,,,,
Norway,1.0,81.79375,66.25,6.234375000000001,4658.8139180937505,9.086,0.10000000000000002,27434.946928125,2614432.3125,0.9314374999999998,17.46875
Oman,0.0,74.84375,67.75,0.5346666666666667,387.410820335625,2.8766666666666665,0.10000000000000002,7621.311126875001,,0.7155,12.225
Pakistan,0.0,64.5,154.0,0.026000000000000006,26.1203906045625,2.9039999999999995,0.10000000000000002,666.11105159375,69027961.8125,0.500875,6.718749999999998
Palau,0.0,,,,344.6906308,9.27,0.1,1932.1223699999998,292.0,0.779,14.2
Panama,0.0,76.4875,115.875,6.212,569.9716162019376,7.722,0.12500000000000003,5417.768890249999,1955021.875,0.74825,12.775000000000002
Papua New Guinea,0.0,61.68125,266.5625,0.5806666666666666,75.37048165187501,5.462666666666667,1.16875,758.0976163466668,4813446.0,0.4661874999999999,8.54375
Paraguay,0.0,73.1125,139.9375,5.527333333333334,229.790694404375,6.778666666666665,0.1375,1983.4043354375003,3299080.625,0.6561875,12.16875
Peru,0.0,73.66250000000001,122.4375,4.278666666666666,417.078699565,4.926666666666667,0.29374999999999996,2928.5435416249998,16854321.6875,0.7032499999999999,13.306250000000002
Philippines,0.0,67.57499999999999,217.9375,4.510666666666666,89.55657082674999,3.9053333333333335,0.10000000000000002,1397.1361066875002,37265400.3125,0.6504375,11.543750000000001
Poland,1.0,75.65,107.5625,9.99866666666667,310.682268485,6.379333333333334,0.10000000000000002,6792.5636004375,16053249.625,0.8131875,15.25
Portugal,1.0,79.99375,58.875,12.211333333333334,1614.8970459187499,7.952666666666667,0.10000000000000002,11598.625531249998,1032225.375,0.8049999999999998,15.937500000000002
Qatar,0.0,77.03125,75.375,1.0813333333333333,2466.8550051575003,2.6013333333333337,0.10000000000000002,40748.44410437502,,0.8283750000000001,12.85
Republic of Korea,0.0,80.4875,76.1875,8.855333333333334,0.0,5.912,0.10000000000000002,,,,
Republic of Moldova,0.0,69.98124999999999,210.3125,9.545333333333334,0.0,6.956666666666667,0.10000000000000002,,,,
Romania,1.0,74.05000000000001,156.0625,8.968666666666667,426.53663424262504,5.278,0.10000000000000002,4258.9400543125,9206345.625,0.762625,13.924999999999999
Russian Federation,0.0,67.76249999999999,224.5625,11.127999999999998,326.08407506487504,6.223333333333333,0.26249999999999996,6545.137358999999,59762085.625,0.7621875,13.74375
Rwanda,0.0,59.3125,246.8125,5.635999999999999,20.191353437500002,6.350666666666666,4.425000000000001,300.01801709374996,3735506.5625,0.41768749999999993,9.2875
Saint Kitts and Nevis,0.0,,,8.54,0.0,6.14,0.1,,,0.7490000000000001,13.4
Saint Lucia,0.0,73.6,146.25,11.511333333333335,0.0,6.922666666666666,0.15,,,0.6647499999999998,12.70625
Saint Vincent and the Grenadines,0.0,73.475,152.0625,6.11,0.0,4.816000000000002,0.28125,,,0.6572500000000001,13.18125
Samoa,0.0,73.61875,133.5625,2.7039999999999997,254.59701798437504,5.325333333333333,0.10000000000000002,2121.6206485000002,131440.125,0.6784375,12.64375
San Marino,0.0,,,0.01,0.0,6.5,0.1,,,,15.1
Sao Tome and Principe,0.0,65.1625,164.9375,4.191333333333334,52.315094208812496,6.586,0.96875,771.0348342533331,108853.9375,0.5282500000000001,10.25625
Saudi Arabia,0.0,73.46875,52.125,0.07466666666666667,838.506400329375,3.924666666666667,0.10000000000000002,10689.052945812498,,0.7826249999999998,13.287500000000001
Senegal,0.0,62.56875,174.1875,0.30933333333333335,21.486426224687495,4.938,0.53125,274.61116614375004,5413842.6875,0.4325625,7.125000000000001
Serbia,0.0,73.95625,130.4375,8.682666666666668,464.7447380456875,6.198666666666668,0.10000000000000002,3674.5424077625007,3608279.875,0.7416875,13.531249999999998
Seychelles,0.0,72.37500000000001,161.1875,6.201333333333333,466.8304218925,3.802,0.10000000000000002,6496.302397062499,61543.8125,0.6908124999999999,12.90625
Sierra Leone,0.0,46.1125,357.8125,3.154666666666667,29.1055785935625,9.218,1.5187499999999998,271.50556128125004,3336264.5625,0.3618125,8.23125
Singapore,1.0,81.47500000000001,62.0,1.7625000000000002,2332.57175895,3.6880000000000006,0.10000000000000002,32790.105906875004,,0.8668750000000001,13.981249999999998
Slovakia,1.0,74.75,118.0625,10.473333333333333,0.0,7.3759999999999994,0.10000000000000002,,,0.8033124999999999,14.350000000000003
Slovenia,1.0,79.73125,76.4375,10.754666666666669,1556.3345450087497,8.855333333333334,0.10000000000000002,11441.044377499999,401279.0625,0.8604375,16.475
Solomon Islands,0.0,67.7125,140.0625,0.8006666666666665,112.02741557056251,6.267333333333334,0.10000000000000002,801.9123831749998,329044.1875,0.48024999999999995,8.6375
Somalia,0.0,53.31875,316.75,0.01,0.0,,0.8375000000000001,297.47334513333334,,,
South Africa,0.0,57.49999999999999,412.75,7.588666666666666,616.359643518125,8.306000000000001,18.493750000000002,4869.4270436874995,29213839.465000004,0.6290624999999999,12.89375
South Sudan,0.0,53.875,346.3125,,8.2410769375,2.7100000000000004,3.6937499999999996,1092.233630625,3750827.125,0.1316875,1.53125
Spain,1.0,82.06875,63.625,10.024000000000001,2332.680183884375,8.536666666666665,0.10000000000000002,17093.459736875,26542854.125,0.8505625,16.35625
Sri Lanka,0.0,73.4,144.375,2.096,59.75360089375,3.771333333333334,0.10000000000000002,1040.110189675,10844.8125,0.7251875,13.21875
Sudan,0.0,61.825,240.3125,1.458,97.69844266624999,5.695333333333335,0.25000000000000006,1192.7979534312497,18046515.125,0.44099999999999995,6.374999999999998
Suriname,0.0,70.08125,166.0,4.984,508.494032814375,6.662666666666667,0.7625,4781.216821937499,190916.625,0.48106249999999995,11.825
Swaziland,0.0,51.324999999999996,339.0,4.463333333333334,278.0997131315,7.308666666666666,32.94375,2165.0908375000004,457303.0625,0.5156875000000001,10.35
Sweden,1.0,82.51875,59.1875,6.926666666666666,4438.163153549999,9.932666666666668,0.10000000000000002,29334.990639375,5514868.3125,0.893125,15.868750000000002
Switzerland,1.0,82.33125,55.75,10.337999999999997,9801.81037748125,6.0873333333333335,0.10000000000000002,57362.874601250005,5913241.8125,0.9110624999999999,15.393749999999997
Syrian Arab Republic,0.0,70.85,139.625,0.8046666666666666,39.299485632499994,3.9466666666666663,0.10000000000000002,1087.435773875,6741444.8125,0.6180625,10.98125
Tajikistan,0.0,66.65625,177.5625,0.33066666666666666,17.277192458187503,5.648,0.2562499999999999,335.84172523125017,4751355.0,0.5838125,10.681249999999999
Thailand,0.0,73.08125,160.375,6.131333333333332,401.2599633999999,3.757333333333333,0.3875,3494.781701625,31170509.5,0.6946875000000001,12.55
The former Yugoslav republic of Macedonia,0.0,74.1125,60.8125,1.8586666666666667,0.0,7.535999999999999,0.10000000000000002,,,0.45575000000000004,12.381250000000001
Timor-Leste,0.0,64.75625,170.375,0.2353333333333333,21.1875232745,1.646666666666667,0.10000000000000002,551.7106493125001,460195.625,0.517625,10.700000000000001
Togo,0.0,56.66250000000001,311.3125,0.9473333333333332,23.705604090625005,5.243333333333334,3.8625000000000003,317.20409206875007,3722045.5625,0.44593749999999993,10.649999999999999
Tonga,0.0,72.53124999999999,129.625,1.1673333333333331,323.80934292818745,5.2059999999999995,0.10000000000000002,1981.5551861874999,26589.8125,0.6988125000000001,14.218749999999998
Trinidad and Tobago,0.0,71.06875,163.375,6.044666666666666,559.314872033125,5.199333333333334,0.625,7741.748090062502,776133.125,0.7533749999999999,12.33125
Tunisia,0.0,74.35625000000002,18.75,1.3106666666666666,366.74126047625,6.052666666666667,0.10000000000000002,3044.081488375,3274493.1875,0.692625,14.05625
Turkey,0.0,73.9125,98.375,1.4213333333333331,253.41717753406252,5.617999999999999,0.10000000000000002,3983.9177217499996,33501352.8125,0.7033125,12.674999999999999
Turkmenistan,0.0,64.61874999999999,214.8125,2.6546666666666665,187.78198755506253,2.828666666666666,0.10000000000000002,2511.6115398624997,2635550.1875,0.211625,9.831249999999999
Tuvalu,0.0,,,0.01,78.28120317,16.61,0.1,3542.13589,1819.0,,0.0
Uganda,0.0,55.70625,300.1875,8.050666666666666,47.6921083495625,8.542000000000002,7.65,421.04849634374995,15540587.125,0.4453125,10.59375
Ukraine,0.0,69.9375,205.75,7.3693333333333335,169.42733017693746,6.777333333333333,0.5375,1577.293328625,10004933.25,0.7165625000000001,14.606250000000001
United Arab Emirates,0.0,75.7,67.0625,1.75,1886.73158978125,3.0366666666666666,0.10000000000000002,22110.366986250003,,0.8195625000000001,12.812500000000002
United Kingdom of Great Britain and Northern Ireland,1.0,80.79375,70.375,11.13125,0.0,8.533999999999999,0.10000000000000002,,,,
United Republic of Tanzania,0.0,56.00625000000001,304.4375,3.5826666666666664,0.0,4.701333333333334,7.2749999999999995,,,,
United States of America,1.0,78.06250000000001,58.1875,8.579333333333333,0.0,15.863333333333333,0.10000000000000002,,,,
Uruguay,0.0,76.075,119.9375,6.172666666666667,621.8389194,8.75,0.10000000000000002,7192.5848745,2396771.125,0.765625,15.231249999999998
